geoID,geoArea,belowPovTotal,unemploymentOver16Perc,householdMedianIncome,over25HSDiplomaPerc,popUnder18Total,popUnder18Perc,popOver65Total,popOver65Perc,popWithDisTotal,popWithDisPerc,langEngLessThanWellPerc,mobileHomeTotal,kitchenAccessPerc,noVehicleTotal,noVehiclePerc,popCorrectionalTotal,popJuvDetTotal,popNursingHomeTotal,popCollegeHousingTotal
1400000US55079017000,"Census Tract 170, Milwaukee County, Wisconsin",2054,5.8,31354,25.5,1911,34.8,458,458,921,17,26.8,0,98.7,241,241,0,0,75,0
1400000US55079017100,"Census Tract 171, Milwaukee County, Wisconsin",914,5.9,38988,32.1,1055,35.8,167,167,249,8.5,34.9,0,97.8,57,57,0,0,0,7
1400000US55079017200,"Census Tract 172, Milwaukee County, Wisconsin",777,3.7,50995,30.9,1120,38.6,188,188,292,10.1,35.6,21,97.5,64,64,0,0,0,0
1400000US55079017300,"Census Tract 173, Milwaukee County, Wisconsin",1301,12.1,44835,38.8,1413,32.1,152,152,435,9.9,26.8,0,92.5,74,74,0,0,0,0
1400000US55079017400,"Census Tract 174, Milwaukee County, Wisconsin",1422,8.1,24925,25.8,1046,36.5,206,206,332,11.6,34.1,0,95.3,143,143,0,0,0,0
1400000US55079017500,"Census Tract 175, Milwaukee County, Wisconsin",1293,6.9,26154,31.7,1317,35.3,199,199,536,14.4,30.5,0,98.2,343,343,0,0,202,33
1400000US55079017600,"Census Tract 176, Milwaukee County, Wisconsin",1149,6.3,28259,38.3,993,36.2,96,96,380,13.8,36.3,0,96.9,75,75,0,0,0,0
1400000US55079017900,"Census Tract 179, Milwaukee County, Wisconsin",342,5.4,58378,22.5,333,11,290,290,377,12.5,1.4,0,97.6,179,179,0,4,0,0
1400000US55079018000,"Census Tract 180, Milwaukee County, Wisconsin",738,3.7,53311,20.8,434,14.6,262,262,293,9.9,2.3,0,98.7,190,190,0,0,60,0
1400000US55079018100,"Census Tract 181, Milwaukee County, Wisconsin",110,3.2,65673,18.6,247,14.2,369,369,178,10.2,2,12,95.3,60,60,121,0,111,0
1400000US55079018200,"Census Tract 182, Milwaukee County, Wisconsin",92,4,80278,14,276,16.9,239,239,134,8.2,0.5,0,100,20,20,0,0,0,0
1400000US55079018300,"Census Tract 183, Milwaukee County, Wisconsin",266,5,71159,19.5,447,19.3,244,244,109,4.7,0.6,0,100,70,70,0,5,0,0
1400000US55079018400,"Census Tract 184, Milwaukee County, Wisconsin",201,4,61106,21.8,291,21.1,133,133,157,11.4,4.6,0,98.6,59,59,0,0,0,0
1400000US55079018500,"Census Tract 185, Milwaukee County, Wisconsin",348,2.4,60096,36.4,553,28,293,293,153,7.7,11.2,141,94.8,48,48,0,0,43,0
1400000US55079018600,"Census Tract 186, Milwaukee County, Wisconsin",967,8.9,37500,36.2,904,33.4,156,156,378,14,22.1,0,100,138,138,22,0,0,0
1400000US55079018700,"Census Tract 187, Milwaukee County, Wisconsin",1325,1.7,28247,40.7,1157,33.4,263,263,530,15.3,25.7,0,100,74,74,0,0,0,480
1400000US55079018800,"Census Tract 188, Milwaukee County, Wisconsin",674,4.5,38750,33.6,703,35.8,114,114,169,8.6,31,0,100,71,71,0,0,0,0
1400000US55079018900,"Census Tract 189, Milwaukee County, Wisconsin",408,3.4,57039,32.7,716,36.9,127,127,133,6.8,19.1,0,100,31,31,0,0,6,0
1400000US55079019000,"Census Tract 190, Milwaukee County, Wisconsin",733,3,63018,28.5,1134,23.9,541,541,434,9.1,13.1,0,98.5,71,71,0,0,0,0
1400000US55079019100,"Census Tract 191, Milwaukee County, Wisconsin",552,3,45284,26.8,979,25,466,466,548,14.3,12.5,0,94.7,164,164,0,0,0,0
1400000US55079019200,"Census Tract 192, Milwaukee County, Wisconsin",467,5.2,56429,37.6,748,21.9,420,420,503,14.8,5.5,0,93.5,87,87,0,0,176,0
1400000US55079019300,"Census Tract 193, Milwaukee County, Wisconsin",280,6.9,63125,38.6,770,24,385,385,402,12.5,10.8,37,100,26,26,0,0,0,0
1400000US55079019400,"Census Tract 194, Milwaukee County, Wisconsin",615,4.5,53006,31.3,816,19.9,578,578,607,14.8,3.4,0,100,111,111,0,0,0,0
1400000US55079019500,"Census Tract 195, Milwaukee County, Wisconsin",353,5.6,69071,35.1,898,26.1,449,449,266,7.7,2.8,0,100,19,19,0,5,0,0
1400000US55079019600,"Census Tract 196, Milwaukee County, Wisconsin",368,3,51587,32.8,614,17.9,736,736,484,14.1,2.8,147,100,217,217,0,0,0,0
1400000US55079019700,"Census Tract 197, Milwaukee County, Wisconsin",519,3.2,70194,30.3,852,16.5,737,737,616,11.9,6.5,8,91.3,180,180,253,8,0,0
1400000US55079019800,"Census Tract 198, Milwaukee County, Wisconsin",649,5.3,52378,33.9,1164,20.3,920,920,769,13.4,12.7,0,100,133,133,0,0,0,0
1400000US55079019900,"Census Tract 199, Milwaukee County, Wisconsin",363,2.3,53141,46.2,1091,28.1,574,574,373,9.6,8.8,0,100,111,111,0,0,186,0
1400000US55079020000,"Census Tract 200, Milwaukee County, Wisconsin",922,9.8,26188,30.9,806,23.4,518,518,686,19.9,18.8,0,100,383,383,0,0,0,0
1400000US55079020100,"Census Tract 201, Milwaukee County, Wisconsin",665,7.2,41563,36.9,1016,25,555,555,794,19.9,16.6,10,89.7,288,288,0,0,2,0
1400000US55079020200,"Census Tract 202, Milwaukee County, Wisconsin",520,6.8,53804,42.7,1189,32.8,258,258,390,10.8,17.2,15,100,65,65,0,0,0,0
1400000US55079020300,"Census Tract 203, Milwaukee County, Wisconsin",564,6.7,52226,35.9,1101,27.3,441,441,426,10.6,13.6,0,100,65,65,0,0,18,0
1400000US55079020400,"Census Tract 204, Milwaukee County, Wisconsin",803,6,46005,36.3,1063,30.2,224,224,413,11.7,25.2,0,99.3,125,125,0,0,0,0
1400000US55079020500,"Census Tract 205, Milwaukee County, Wisconsin",767,6,37946,34.3,891,30.3,220,220,245,8.3,29.4,0,93.8,127,127,0,0,0,0
1400000US55079020600,"Census Tract 206, Milwaukee County, Wisconsin",212,7.6,58589,25.7,628,16.9,434,434,323,8.7,5.4,67,98.6,81,81,0,0,0,0
1400000US55079020700,"Census Tract 207, Milwaukee County, Wisconsin",565,4.6,64028,29.3,741,16.5,608,608,605,13.5,2.6,8,100,127,127,0,0,0,0
1400000US55079020800,"Census Tract 208, Milwaukee County, Wisconsin",128,5.4,68503,20.7,490,15.2,478,478,341,10.6,1.2,0,100,69,69,0,0,0,0
1400000US55079020900,"Census Tract 209, Milwaukee County, Wisconsin",248,5.5,59575,25.1,695,25.7,347,347,253,9.4,3.6,0,100,54,54,0,0,0,0
1400000US55079021000,"Census Tract 210, Milwaukee County, Wisconsin",242,0.4,64097,29.3,442,20.3,317,317,259,11.9,6.2,0,100,4,4,0,0,0,0
1400000US55079021100,"Census Tract 211, Milwaukee County, Wisconsin",195,1.4,56712,35.1,352,24.2,188,188,211,14.5,2.6,0,100,10,10,0,0,0,0
1400000US55079021200,"Census Tract 212, Milwaukee County, Wisconsin",354,6.5,44938,37.5,418,18.5,414,414,443,19.6,9,0,100,117,117,0,0,0,0
1400000US55079021300,"Census Tract 213, Milwaukee County, Wisconsin",333,6.4,37857,44.9,331,18.9,472,472,370,21.2,13.4,0,97.9,120,120,0,0,0,0
1400000US55079021400,"Census Tract 214, Milwaukee County, Wisconsin",1171,5.4,26477,44.9,985,28.4,342,342,541,15.6,11.6,207,99.2,294,294,0,0,0,0
1400000US55079021500,"Census Tract 215, Milwaukee County, Wisconsin",207,5.6,65809,29.3,588,19.5,670,670,631,20.9,7.9,374,100,88,88,420,23,125,0
1400000US55079021600,"Census Tract 216, Milwaukee County, Wisconsin",1055,5.4,49286,33.4,1388,28.9,660,660,513,10.7,22.3,103,100,53,53,0,0,8,137
1400000US55079021700,"Census Tract 217, Milwaukee County, Wisconsin",606,2.4,61840,36.4,1371,20.8,1078,1078,1093,16.9,9.7,191,88.8,156,156,0,0,0,674
1400000US55079021800,"Census Tract 218, Milwaukee County, Wisconsin",428,9.6,47045,28.8,589,25.1,413,413,340,15,13.5,451,98.2,108,108,9,2,0,0
1400000US55079030100,"Census Tract 301, Milwaukee County, Wisconsin",226,2.2,97449,10.4,1065,24,1012,1012,444,10,7.2,131,86.9,86,86,0,0,61,0
1400000US55079035100,"Census Tract 351, Milwaukee County, Wisconsin",50,1.9,152560,5.2,606,26.7,397,397,158,7,1.9,48,100,10,10,666,0,54,0
1400000US55079035200,"Census Tract 352, Milwaukee County, Wisconsin",188,1.3,102695,8.1,861,19.5,994,994,355,8,4.4,105,100,47,47,0,0,9,0
1400000US55079040100,"Census Tract 401, Milwaukee County, Wisconsin",33,2,160417,3.8,326,22,392,392,131,8.9,1.9,52,100,6,6,0,0,0,0
1400000US55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",197,3.2,68231,24.8,1222,21.8,1022,1022,551,9.8,2.7,77,100,133,133,0,0,0,0
1400000US55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",1015,7.2,51472,23.7,1486,23.1,1229,1229,854,13.3,5.8,53,96,363,363,0,0,0,0
1400000US55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",317,2.8,76156,13.8,682,17,879,879,363,9,3.5,216,95.9,69,69,0,0,0,0
1400000US55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",120,2.2,87983,12.2,559,18,802,802,383,12.4,4.2,16,100,41,41,0,0,0,0
1400000US55079060200,"Census Tract 602, Milwaukee County, Wisconsin",413,0.1,67275,18.8,1098,18.6,1557,1557,709,12.6,6.1,120,100,345,345,0,0,118,0
1400000US55079070100,"Census Tract 701, Milwaukee County, Wisconsin",186,1.2,116932,7.2,1459,33.8,660,660,387,9,1.4,185,100,20,20,0,28,675,0
1400000US55079070200,"Census Tract 702, Milwaukee County, Wisconsin",130,2.1,143529,7.2,1577,31.9,596,596,312,6.3,1.5,255,100,7,7,0,0,0,0
1400000US55079070300,"Census Tract 703, Milwaukee County, Wisconsin",178,2.9,96140,5.3,1189,24.9,665,665,352,7.4,4.3,91,98.9,44,44,0,0,0,0
1400000US55079080100,"Census Tract 801, Milwaukee County, Wisconsin",208,5,71393,8.8,606,22.4,377,377,184,6.8,4.6,424,100,83,83,4,0,0,0
1400000US55079080200,"Census Tract 802, Milwaukee County, Wisconsin",369,3,69464,12.9,808,22.5,415,415,213,5.9,2.3,152,99.3,172,172,0,0,3,0
1400000US55079080300,"Census Tract 803, Milwaukee County, Wisconsin",295,3,142644,2.7,1096,29.1,597,597,174,4.6,4.6,182,100,56,56,0,0,0,0
1400000US55079080400,"Census Tract 804, Milwaukee County, Wisconsin",617,4.7,46481,13.5,438,13.4,624,624,386,11.8,14.8,176,99.6,459,459,0,0,0,0
1400000US55079090100,"Census Tract 901, Milwaukee County, Wisconsin",272,3.6,65208,22,828,19.3,1090,1090,737,18,1.8,10,85.5,276,276,0,0,0,0
1400000US55079090200,"Census Tract 902, Milwaukee County, Wisconsin",64,2.9,84676,17.3,404,21.5,384,384,223,11.8,4.3,116,100,14,14,0,0,0,0
1400000US55079090300,"Census Tract 903, Milwaukee County, Wisconsin",268,2,61923,21.4,688,20.5,591,591,329,9.8,8.4,62,97.9,127,127,54,0,0,0
1400000US55079090600,"Census Tract 906, Milwaukee County, Wisconsin",579,3.5,68603,16.8,837,18.2,974,974,536,11.8,0.7,228,90.8,215,215,0,0,0,0
1400000US55079090700,"Census Tract 907, Milwaukee County, Wisconsin",89,2,138403,6,869,27.5,457,457,268,8.5,0.9,0,100,9,9,0,0,132,0
1400000US55079090800,"Census Tract 908, Milwaukee County, Wisconsin",132,6.9,106875,3.7,545,23.2,329,329,178,7.6,0.6,137,100,30,30,0,3,0,0
1400000US55079090900,"Census Tract 909, Milwaukee County, Wisconsin",224,3.2,84706,17.7,832,20.9,557,557,277,7.3,0.8,190,96,110,110,0,0,68,0
1400000US55079091000,"Census Tract 910, Milwaukee County, Wisconsin",170,3.2,86372,10.3,1351,28,337,337,359,7.4,2,15,95,95,95,0,0,70,0
1400000US55079091100,"Census Tract 911, Milwaukee County, Wisconsin",106,2.3,105344,10.7,1171,26.9,624,624,139,3.2,0.2,55,100,44,44,0,0,0,0
1400000US55079091200,"Census Tract 912, Milwaukee County, Wisconsin",800,0.9,57646,20.9,1015,19.7,955,955,602,11.8,1.7,86,100,422,422,0,0,0,0
1400000US55079091300,"Census Tract 913, Milwaukee County, Wisconsin",212,0.4,103235,13.3,841,22.3,639,639,338,9,1,52,97.6,101,101,0,0,0,0
1400000US55079091400,"Census Tract 914, Milwaukee County, Wisconsin",76,2.5,87381,13.4,605,25.5,247,247,110,4.6,2.2,104,98.9,20,20,0,0,0,0
1400000US55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",731,5.4,41568,38.3,870,23.3,360,360,579,15.5,8.7,0,96,152,152,0,0,0,0
1400000US55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",655,9.7,43906,33.6,795,19.1,445,445,758,18.2,5.4,149,97.7,349,349,0,0,0,0
1400000US55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",449,3.4,42027,40.6,439,16.9,516,516,670,25.8,11.9,110,93.1,284,284,0,0,31,0
1400000US55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",345,0.8,42029,37.7,586,21.3,423,423,499,18.3,0.8,262,96,203,203,0,0,0,0
1400000US55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",484,5.6,38701,28.8,699,19.3,488,488,577,16.5,8.4,189,92.7,228,228,173,0,102,0
1400000US55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",236,10,45854,36.2,491,22.9,261,261,220,10.3,1.6,125,100,69,69,0,0,0,0
1400000US55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",209,4.7,61808,40.2,708,22,400,400,420,13,5.5,182,100,64,64,0,0,0,0
1400000US55079100800,"Census Tract 1008, Milwaukee County, Wisconsin",125,9.2,62238,26.9,557,19.3,568,568,414,14.4,0.3,18,100,88,88,0,0,0,0
1400000US55079100900,"Census Tract 1009, Milwaukee County, Wisconsin",540,2.6,48068,39,739,18.6,543,543,631,15.9,4.9,4,100,176,176,0,0,0,0
1400000US55079101000,"Census Tract 1010, Milwaukee County, Wisconsin",487,0.6,50684,22.7,951,18.4,764,764,810,15.7,4,210,100,225,225,0,0,0,0
1400000US55079101100,"Census Tract 1011, Milwaukee County, Wisconsin",150,5.4,51425,31.2,243,13.6,266,266,264,14.8,3.5,0,100,79,79,0,0,0,0
1400000US55079101200,"Census Tract 1012, Milwaukee County, Wisconsin",169,4.2,50136,41.2,591,18.6,903,903,440,15,3.3,92,92.7,208,208,0,0,0,0
1400000US55079101300,"Census Tract 1013, Milwaukee County, Wisconsin",318,2.9,51288,32,466,17.2,588,588,441,16.2,0.4,180,100,80,80,0,0,66,0
1400000US55079101400,"Census Tract 1014, Milwaukee County, Wisconsin",590,3.9,45597,38.3,841,21.4,569,569,437,11.3,3.7,97,100,133,133,0,0,60,0
1400000US55079101500,"Census Tract 1015, Milwaukee County, Wisconsin",770,4.3,50197,33,894,21,444,444,440,10.4,5.2,189,94.2,141,141,0,0,41,355
1400000US55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",353,3.4,54112,37.1,726,17.4,757,757,506,12.5,1.3,120,97.9,213,213,0,0,0,0
1400000US55079101700,"Census Tract 1017, Milwaukee County, Wisconsin",470,2,61111,34.1,890,26.5,290,290,366,10.9,1.9,102,98.4,109,109,47,0,65,0
1400000US55079101800,"Census Tract 1018, Milwaukee County, Wisconsin",316,5.4,53324,35.2,420,16.3,561,561,391,15.2,1.3,0,96.3,65,65,0,0,0,0
1400000US55079110100,"Census Tract 1101, Milwaukee County, Wisconsin",642,6.4,38235,34.7,789,18.9,404,404,729,17.5,12.2,8,99.5,452,452,0,0,0,0
1400000US55079120101,"Census Tract 1201.01, Milwaukee County, Wisconsin",234,2.8,69833,29.2,650,15.6,866,866,567,13.8,2.9,9,98.9,176,176,0,0,0,0
1400000US55079120102,"Census Tract 1201.02, Milwaukee County, Wisconsin",124,2.9,80405,22.9,691,17.6,1068,1068,473,12.5,2.2,0,100,113,113,0,0,0,0
1400000US55079120201,"Census Tract 1202.01, Milwaukee County, Wisconsin",313,2.9,46250,33.9,609,16,924,924,709,18.7,2.5,0,98.2,188,188,0,0,53,0
1400000US55079120202,"Census Tract 1202.02, Milwaukee County, Wisconsin",332,0.7,46984,32.5,461,15.3,595,595,389,12.9,5.2,12,100,111,111,0,0,0,0
1400000US55079120203,"Census Tract 1202.03, Milwaukee County, Wisconsin",314,4.9,52619,35.5,590,17,690,690,369,10.6,5.2,13,100,60,60,0,0,0,0
1400000US55079120300,"Census Tract 1203, Milwaukee County, Wisconsin",191,4.6,60240,32,570,26.1,262,262,245,11.2,4.1,0,100,22,22,0,0,0,0
1400000US55079120400,"Census Tract 1204, Milwaukee County, Wisconsin",506,5.5,54671,32.8,1361,20.4,1122,1122,953,14.5,3.4,0,100,212,212,0,0,0,68
1400000US55079120501,"Census Tract 1205.01, Milwaukee County, Wisconsin",450,2.9,66918,28.8,1149,26.3,742,742,617,14.2,6.3,0,100,43,43,0,46,97,0
1400000US55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",829,5.1,50513,30.2,827,15.6,1387,1387,841,16.4,10,0,100,261,261,0,2,0,0
1400000US55079130100,"Census Tract 1301, Milwaukee County, Wisconsin",187,3.2,64375,23.8,970,20.3,866,866,408,8.6,4.2,0,100,82,82,0,0,0,0
1400000US55079130200,"Census Tract 1302, Milwaukee County, Wisconsin",125,2.9,77557,22.7,591,20.5,608,608,314,11,0.5,0,100,148,148,0,0,0,0
1400000US55079140100,"Census Tract 1401, Milwaukee County, Wisconsin",149,1.5,72188,18.9,612,19.9,1059,1059,366,12,2.1,0,100,84,84,0,0,23,0
1400000US55079140201,"Census Tract 1402.01, Milwaukee County, Wisconsin",285,5.9,60669,31.3,1110,21.2,1195,1195,780,14.9,2.4,16,94.8,223,223,0,0,0,0
1400000US55079140202,"Census Tract 1402.02, Milwaukee County, Wisconsin",255,2.5,86504,20.4,1493,25.1,1045,1045,364,6.1,0.6,30,100,54,54,0,0,0,0
1400000US55079150100,"Census Tract 1501, Milwaukee County, Wisconsin",447,2.8,70703,27,1923,22.1,1581,1581,1062,12.2,4.9,0,100,233,233,0,0,0,0
1400000US55079150301,"Census Tract 1503.01, Milwaukee County, Wisconsin",165,4.4,80662,26.1,1204,20.8,1135,1135,652,11.3,2.9,18,94.9,15,15,0,0,0,0
1400000US55079150303,"Census Tract 1503.03, Milwaukee County, Wisconsin",202,4.1,74057,23,916,19.2,1284,1284,586,12.3,2.4,0,97.6,109,109,0,0,0,0
1400000US55079150304,"Census Tract 1503.04, Milwaukee County, Wisconsin",295,2.3,66563,19.6,890,20,654,654,464,10.4,2.1,25,98.5,63,63,0,0,0,0
1400000US55079160100,"Census Tract 1601, Milwaukee County, Wisconsin",484,6.2,58536,31.5,1327,20.4,942,942,727,11.2,6.8,10,100,122,122,0,0,0,1161
1400000US55079160202,"Census Tract 1602.02, Milwaukee County, Wisconsin",426,1.2,71133,33.4,1622,22.5,1122,1122,1045,14.5,4.6,17,98.8,230,230,0,0,202,0
1400000US55079160203,"Census Tract 1602.03, Milwaukee County, Wisconsin",411,3.4,69278,28.6,1399,21.7,782,782,768,11.9,5.8,0,100,18,18,0,0,0,0
1400000US55079160204,"Census Tract 1602.04, Milwaukee County, Wisconsin",382,2.2,59831,26.4,1077,19.8,755,755,655,12,5.4,104,100,260,260,0,0,0,0
1400000US55079160300,"Census Tract 1603, Milwaukee County, Wisconsin",234,5.9,110625,29.6,2708,26.5,926,926,835,8.2,3.1,9,100,0,0,0,0,0,0
1400000US55079170100,"Census Tract 1701, Milwaukee County, Wisconsin",300,10.5,66905,31.5,483,18.3,411,411,321,12.2,0.3,0,100,40,40,0,7,0,0
1400000US55079170200,"Census Tract 1702, Milwaukee County, Wisconsin",782,3.7,41322,28.9,832,20.9,682,682,525,13.2,12.1,142,97.3,101,101,0,0,0,0
1400000US55079170300,"Census Tract 1703, Milwaukee County, Wisconsin",242,4.8,52326,36.8,584,23.4,368,368,365,14.6,1.1,0,100,45,45,0,0,0,0
1400000US55079170400,"Census Tract 1704, Milwaukee County, Wisconsin",251,5,73586,37,613,19.8,514,514,364,11.8,4.6,0,100,30,30,0,0,59,0
1400000US55079170500,"Census Tract 1705, Milwaukee County, Wisconsin",620,8,44421,44.6,454,18.2,616,616,447,19.5,4.3,0,88.7,165,165,0,0,0,0
1400000US55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",990,7.2,46598,39.4,820,22.8,591,591,567,15.7,4.5,0,97,52,52,0,0,0,0
1400000US55079170700,"Census Tract 1707, Milwaukee County, Wisconsin",438,3.4,56512,32.6,656,23.6,297,297,449,16.1,2.7,72,100,90,90,0,0,0,0
1400000US55079180100,"Census Tract 1801, Milwaukee County, Wisconsin",512,9.8,59922,26.9,540,19,491,491,335,11.8,8.7,205,100,92,92,5,0,0,0
1400000US55079180200,"Census Tract 1802, Milwaukee County, Wisconsin",944,0.5,44954,35,1291,24.9,799,799,1010,19.5,1.1,5,99,293,293,25,0,48,0
1400000US55079180300,"Census Tract 1803, Milwaukee County, Wisconsin",418,3.7,43576,39.7,711,21.8,402,402,565,17.3,2.9,0,98.7,247,247,0,0,107,0
1400000US55079180400,"Census Tract 1804, Milwaukee County, Wisconsin",200,4.4,49444,41.6,452,17.9,530,530,422,16.7,3.9,25,98,177,177,3,0,160,0
1400000US55079180500,"Census Tract 1805, Milwaukee County, Wisconsin",356,3,58532,41.1,568,12.5,1500,1500,898,19.9,2.8,0,86.1,160,160,0,0,0,0
1400000US55079185100,"Census Tract 1851, Milwaukee County, Wisconsin",794,3.9,41029,22.3,533,11.5,1235,1235,781,16.8,4.5,0,96.7,301,301,0,0,0,0
1400000US55079185200,"Census Tract 1852, Milwaukee County, Wisconsin",410,4.5,46491,35.4,757,15.6,821,821,761,15.8,3.1,0,100,139,139,0,0,0,0
1400000US55079185300,"Census Tract 1853, Milwaukee County, Wisconsin",293,2.1,64698,19.4,657,17.3,829,829,393,10.5,0.4,6,95.8,66,66,0,0,0,0
1400000US55079185400,"Census Tract 1854, Milwaukee County, Wisconsin",753,31.2,19600,37.1,483,33.5,127,127,214,14.8,0.7,10,100,140,140,0,0,0,0
1400000US55079185500,"Census Tract 1855, Milwaukee County, Wisconsin",560,11.9,23906,33.4,627,35.9,131,131,183,10.5,0.9,0,99,197,197,0,0,0,0
1400000US55079185600,"Census Tract 1856, Milwaukee County, Wisconsin",541,10.5,24323,25.4,482,29.9,193,193,319,19.8,0.9,0,100,191,191,0,0,0,0
1400000US55079185700,"Census Tract 1857, Milwaukee County, Wisconsin",762,22.8,21347,32.4,681,36.3,135,135,244,13,2.6,0,100,188,188,0,0,73,0
1400000US55079185800,"Census Tract 1858, Milwaukee County, Wisconsin",558,13.2,39405,47.5,600,37.2,99,99,171,10.7,3,9,100,119,119,0,0,0,0
1400000US55079185900,"Census Tract 1859, Milwaukee County, Wisconsin",171,13.8,54167,27.3,295,30.1,100,100,124,12.7,8.7,0,100,27,27,0,0,0,0
1400000US55079186000,"Census Tract 1860, Milwaukee County, Wisconsin",675,7.7,13590,24.1,335,22.3,384,384,465,31.6,0.7,0,100,418,418,0,0,0,0
1400000US55079186100,"Census Tract 1861, Milwaukee County, Wisconsin",1024,19.8,18484,34,880,43.9,122,122,256,13,3.6,0,100,248,248,0,0,0,0
1400000US55079186200,"Census Tract 1862, Milwaukee County, Wisconsin",844,20.6,18821,37.9,578,37.7,155,155,283,19.2,4.1,0,100,154,154,0,0,0,0
1400000US55079186300,"Census Tract 1863, Milwaukee County, Wisconsin",443,5.5,63036,26,127,3.3,65,65,131,7,1.2,0,99,161,161,0,0,52,0
1400000US55079186400,"Census Tract 1864, Milwaukee County, Wisconsin",234,7.7,11364,9.2,8,0.6,56,56,100,7.1,2.9,6,96.2,113,113,2,0,106,0
1400000US55079186500,"Census Tract 1865, Milwaukee County, Wisconsin",533,2.7,40195,22.1,337,17.8,167,167,170,9,20.3,0,96.1,116,116,0,6,0,0
1400000US55079186600,"Census Tract 1866, Milwaukee County, Wisconsin",957,3.3,36667,34.6,828,37.5,97,97,312,14.1,18.9,0,95.9,154,154,0,0,0,0
1400000US55079186800,"Census Tract 1868, Milwaukee County, Wisconsin",705,14,16985,35.3,273,16.9,223,223,481,30.5,18.7,0,100,405,405,0,0,245,0
1400000US55079186900,"Census Tract 1869, Milwaukee County, Wisconsin",242,2.4,54710,6,36,1.5,921,921,302,13.9,3.4,0,98.6,401,401,211,0,0,0
1400000US55079187000,"Census Tract 1870, Milwaukee County, Wisconsin",433,1.8,59160,8.6,149,4.3,270,270,221,6.5,2.2,0,99.2,545,545,0,0,0,567
1400000US55079187200,"Census Tract 1872, Milwaukee County, Wisconsin",118,3.6,90271,25.6,842,14.9,657,657,286,8,1.7,0,100,36,36,0,0,0,0
1400000US55079187300,"Census Tract 1873, Milwaukee County, Wisconsin",307,2.5,102827,28.8,1847,27.2,897,897,448,6.6,2.8,0,42.2,64,64,0,7,200,0
1400000US55079187400,"Census Tract 1874, Milwaukee County, Wisconsin",384,1.4,85208,9.6,140,4.2,237,237,149,4.4,0,20,100,82,82,0,0,17,0
1400000US55079980000,"Census Tract 9800, Milwaukee County, Wisconsin",0,-,-,-,0,-,0,0,0,-,-,0,-,0,0,214,0,0,0
1400000US55079990000,"Census Tract 9900, Milwaukee County, Wisconsin",0,-,-,-,0,-,0,0,0,-,-,17,-,0,0,0,0,0,921
1400000US55081950100,"Census Tract 9501, Monroe County, Wisconsin",394,3.7,65812,39.5,1192,25,760,760,595,12.6,4,0,100,40,40,0,6,0,0
1400000US55081950200,"Census Tract 9502, Monroe County, Wisconsin",201,3.5,67375,37.7,990,21.3,860,860,687,15.4,1.6,62,100,28,28,0,5,0,0
1400000US55081950300,"Census Tract 9503, Monroe County, Wisconsin",1281,5,54598,39.7,1596,24.6,1001,1001,1102,17.4,0.1,0,100,271,271,0,0,0,0
1400000US55081950400,"Census Tract 9504, Monroe County, Wisconsin",616,2.8,48106,32.9,1013,22.6,755,755,751,17.3,1.6,31,97.1,181,181,0,0,0,0
1400000US55081950500,"Census Tract 9505, Monroe County, Wisconsin",361,1.4,56993,36.1,1410,23.9,1075,1075,1108,19.3,1.9,12,96.1,237,237,142,0,229,0
1400000US55081950600,"Census Tract 9506, Monroe County, Wisconsin",645,8.1,44519,40,1134,25.6,688,688,720,16.9,1.4,0,100,208,208,0,0,0,0
1400000US55081950700,"Census Tract 9507, Monroe County, Wisconsin",885,4.2,58333,36.9,1404,29.2,757,757,506,10.6,4,16,95.7,139,139,0,0,72,0
1400000US55081950800,"Census Tract 9508, Monroe County, Wisconsin",751,1.1,54728,35.3,1424,31.4,617,617,434,9.6,7.8,0,91.7,114,114,6,0,0,0
1400000US55081950900,"Census Tract 9509, Monroe County, Wisconsin",582,2.7,71190,37,1413,25.9,824,824,456,8.4,3.4,0,100,88,88,0,0,0,0
1400000US55083100300,"Census Tract 1003, Oconto County, Wisconsin",319,3.5,45988,42,283,10,1186,1186,481,17,0.4,0,100,47,47,10,0,82,0
1400000US55083100500,"Census Tract 1005, Oconto County, Wisconsin",297,5.2,48813,48.6,392,16.6,681,681,471,19.9,1.1,9,97.2,17,17,0,0,0,420
1400000US55083100600,"Census Tract 1006, Oconto County, Wisconsin",524,6.4,42450,47.8,583,20.8,659,659,519,18.8,1.6,0,100,42,42,15,0,0,0
1400000US55083100700,"Census Tract 1007, Oconto County, Wisconsin",255,3.9,50757,51,496,18.6,582,582,355,13.5,1.3,8,100,40,40,0,0,83,0
